页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
219,73201010,---铁道车辆用,6,14, , 
219,73201,-片簧及簧片：, , , , 
219,7320,钢铁制弹簧及弹簧片：, , , , 
219,73199000,-其他,7,80, , 
219,73194090,---其他,7,90, , 
219,73194010,---安全别针,7,90, , 
219,73194,-安全别针及其他别针：, , , , 
219,7319,钢铁制的手工缝针、编织针、引针、钩针、刺绣穿孔锥及类似制品；其他税号未列名的钢铁制安全别针及其他别针：, , , , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
220,73182900,--其他,10,80, , 
220,73182400,--销及开尾销,10,80, , 
220,73182300,--铆钉,10,80, , 
220,73182200,--其他垫圈,10,80, , 
220,73182100,--弹簧垫圈及其他防松垫圈,10,80, , 
220,73182,-无螺纹制品：, , , , 
220,73181900,--其他,5,80, , 
220,73181600,--螺母,8,80, , 
220,73181590,---其他,8,80, , 
220,73181510,---抗拉强度在800兆帕及以上的,8,80, , 
220,731815,--其他螺钉及螺栓，不论是否带有螺母或垫圈：, , , , 
220,73181400,--自攻螺丝,10,80, , 
220,73181300,--钩头螺钉及环头螺钉,10,80, , 
220,73181200,--其他木螺钉,10,80, , 
220,73181100,--方头螺钉,10,80, , 
220,73181,-螺纹制品：, , , , 
220,7318,钢铁制的螺钉、螺栓、螺母、方头螺钉、钩头螺钉、铆钉、销、开尾销、垫圈（包括弹簧垫圈)及类似品：, , , , 
220,73170000,钢铁制的钉、平头钉、图钉、波纹钉、U形钉（税目83.05的货品除外)及类似品，不论钉头是否用其他材料制成，但不包括铜头钉,10,80, , 
220,7317,钢铁制的钉、平头钉、图钉、波纹钉、U形钉（税目83.05的货品除外)及类似品，不论钉头是否用其他材料制成，但不包括铜头钉：, , , , 
220,73160000,钢铁锚、多爪锚及其零件,10,40, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
221,7316,钢铁锚、多爪锚及其零件：, , , , 
221,73159000,-其他零件,10,80, , 
221,73158900,--其他,12,80, , 
221,73158200,--其他焊接链,12,80, , 
221,73158100,--日字环节链,12,80, , 
221,73158,-其他链：, , , , 
221,73152000,-防滑链,12,80, , 
221,73151900,--零件,12,80, , 
221,73151200,--其他链,12,80, , 
221,73151190,---其他,12,80, , 
221,73151120,---摩托车用,12,80, , 
221,73151110,---自行车用,12,80, , 
221,731511,--滚子链：, , , , 
221,73151,-铰接链及其零件：, , , , 
221,7315,钢铁链及其零件：, , , , 
221,73145000,-网眼钢铁板,8,70, , 
221,73144900,--其他,8,20, , 
221,73144200,--涂塑的,8,20, , 
221,73144100,--镀或涂锌的,8,20, , 
221,73144,-其他网、篱及格栅：, , , , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
222,73143900,--其他,7,70, , 
222,73143100,--镀或涂锌的,7,70, , 
222,73143,-其他交点焊接的网、篱及格栅：, , , , 
222,73142000,-交点焊接的网、篱及格栅，其丝的最大截面尺寸在3毫米及以上，网眼尺寸在100平方厘米及以上,7,70, , 
222,73141900,--其他,7,20, , 
222,73141400,--不锈钢制的其他机织品,12,20, , 
222,73141200,--不锈钢制的机器用环形带,12,20, , 
222,73141,-机织品：, , , , 
222,7314,钢铁丝制的布（包括环形带)、网、篱、格栅；网眼钢铁板：, , , , 
222,73130000,带刺钢铁丝；围篱用的钢铁绞带或单股扁丝（不论是否带刺)及松绞的双股丝,7,70, , 
222,7313,带刺钢铁丝；围篱用的钢铁绞带或单股扁丝（不论是否带刺)及松绞的双股丝：, , , , 
222,73129000,-其他,4,20, , 
222,73121000,-绞股线、绳、缆,4,20, , 
222,7312,非绝缘的钢铁绞股线、绳、缆、编带、吊索及类似品：, , , , 
222,73110090,---其他,8,17, , 
222,73110010,---零售包装用,17.5,70, , 
222,7311,装压缩气体或液化气体用的钢铁容器：, , , , 
222,73102990,---其他,17.5,70, , 
222,73102910,---易拉罐及罐体,17.5,70, , 
222,731029,--其他：, , , , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
223,73102190,---其他,17.5,70, , 
223,73102110,---易拉罐及罐体,17.5,70, , 
223,731021,--焊边或卷边接合的罐：, , , , 
223,73102,-容积在50升以下：, , , , 
223,73101000,-容积在50升及以上,10.5,40, , 
223,7310,盛装物料用的钢铁柜、桶、罐、听、盒及类似容器（装压缩气体或液化气体的除外)，容积不超过300升，不论是否衬里或隔热，但无机械或热力装置：, , , , 
223,73090000,盛装物料用的钢铁囤、柜、罐、桶及类似容器（装压缩气体或液化气体的除外)，容积超过300升，不论是否衬里或隔热，但无机械或热力装置,10.5,35, , 
223,7309,盛装物料用的钢铁囤、柜、罐、桶及类似容器（装压缩气体或液化气体的除外)，容积超过300升，不论是否衬里或隔热，但无机械或热力装置：, , , , 
223,73089000,-其他,4,30, , 
223,73084000,-脚手架、模板或坑道支撑用的支柱及类似设备,8.4,30, , 
223,73083000,-门窗及其框架、门槛,10,50, , 
223,73082000,-塔楼及格构杆,8.4,30, , 
223,73081000,-桥梁及桥梁体段,8,30, , 
223,7308,钢铁结构体（税目94.06的活动房屋除外)及其部件（例如，桥梁及桥梁体段、闸门、塔楼、格构杆、屋顶、屋顶框架、门窗及其框架、门槛、百叶窗、栏杆、支柱及立柱)；上述结构体用的已加工钢铁板、杆、角材、型材、异型材、管子及类似品：, , , , 
223,73079900,--其他,4,20, , 
223,73079300,--对焊件,7,20, , 
223,73079200,--螺纹肘管、弯管及管套,4,20, , 
223,73079100,--法兰,7,20, , 
223,73079,-其他：, , , , 
223,73072900,--其他,8.4,20, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
224,73072300,--对焊件,8.4,20, , 
224,73072200,--螺纹肘管、弯管及管套,8.4,20, , 
224,73072100,--法兰,8.4,20, , 
224,73072,-其他，不锈钢制：, , , , 
224,73071900,--其他,8,20, , 
224,73071100,--无可锻性铸铁制,5,20, , 
224,73071,-铸件：, , , , 
224,7307,钢铁管子附件（例如，接头、肘管、管套)：, , , , 
224,73069000,-其他,6,30, , 
224,73066900,--其他非圆形截面的,3,30, , 
224,73066100,--矩形或正方形截面的,3,30, , 
224,73066,-非圆形截面的其他焊缝管：, , , , 
224,73065000,-其他合金钢的圆形截面焊缝管,3,30, , 
224,73064000,-不锈钢的其他圆形截面焊缝管,6,30, , 
224,73063090,---其他,3,30, , 
224,73063019,----其他,3,30, , 
224,73063011,----壁厚在0.7毫米及以下,3,30, , 
224,7306301,---外径不超过10毫米的：, , , , 
224,73063,-铁或非合金钢的其他圆形截面焊缝管：, , , , 
224,73062900,--其他,3,17, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
225,73062100,--不锈钢焊缝管,3,17, , 
225,73062,-钻探石油及天然气用的套管及导管：, , , , 
225,73061900,--其他,7,17, , 
225,73061100,--不锈钢焊缝管,7,17, , 
225,73061,-石油及天然气管道管：, , , , 
225,7306,其他钢铁管及空心异型材（例如，辊缝、焊、铆及类似方法接合的)：, , , , 
225,73059000,-其他,6,30, , 
225,73053900,--其他,6,30, , 
225,73053100,--纵向焊接的,6,30, , 
225,73053,-其他焊接的：, , , , 
225,73052000,-钻探石油或天然气用套管,7,17, , 
225,73051900,--其他,7,17, , 
225,73051200,--其他纵向焊接的,3,17, , 
225,73051100,--纵向埋弧焊接的,7,17, , 
225,73051,-石油或天然气管道管：, , , , 
225,7305,其他圆形截面钢铁管（例如，焊、铆及用类似方法接合的管)，外径超过406.4毫米：, , , , 
225,73049000,-其他,4,17, , 
225,73045990,---其他,4,17, , 
225,73045920,---地质钻管、套管,4,17, , 
225,73045910,---锅炉管,4,17, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
226,730459,--其他：, , , , 
226,73045190,---其他,4,17, , 
226,73045120,---地质钻管、套管,4,17, , 
226,73045110,---锅炉管,4,17, , 
226,730451,--冷拔或冷轧的：, , , , 
226,73045,-其他合金钢的其他圆形截面管：, , , , 
226,73044990,---其他,10,40, , 
226,73044910,---锅炉管,10,17, , 
226,730449,--其他：, , , , 
226,73044190,---其他,10,40, , 
226,73044110,---锅炉管,10,17, , 
226,730441,--冷拔或冷轧的：, , , , 
226,73044,-不锈钢的其他圆形截面管：, , , , 
226,73043990,---其他,4,17, , 
226,73043920,---地质钻管、套管,5,17, , 
226,73043910,---锅炉管,4,17, , 
226,730439,--其他：, , , , 
226,73043190,---其他,4,17, , 
226,73043120,---地质钻管、套管,8,17, , 
226,73043110,---锅炉管,4,17, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
227,730431,--冷拔或冷轧的：, , , , 
227,73043,-铁或非合金钢的其他圆形截面管：, , , , 
227,73042930,---屈服强度大于等于758兆帕的,4,17, , 
227,73042920,---屈服强度大于等于552兆帕，但小于758兆帕的,4,17, , 
227,73042910,---屈服强度小于552兆帕的,4,17, , 
227,730429,--其他：, , , , 
227,73042400,--其他不锈钢管,4,17, , 
227,73042390,---其他,4,17, , 
227,73042310,---外径不超过168.3毫米,4,17, , 
227,730423,--其他钻管：, , , , 
227,73042290,---其他,4,17, , 
227,73042210,---外径不超过168.3毫米,4,17, , 
227,730422,--不锈钢制钻管：, , , , 
227,73042,-钻探石油及天然气用的套管、导管及钻管：, , , , 
227,73041990,---其他,5,17, , 
227,73041930,---外径不超过114.3毫米,5,17, , 
227,73041920,---外径超过114.3毫米，但小于215.9毫米,5,17, , 
227,73041910,---外径大于等于215.9毫米，但不超过406.4毫米,5,17, , 
227,730419,--其他：, , , , 
227,73041190,---其他,5,17, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
228,73041130,---外径不超过114.3毫米,5,17, , 
228,73041120,---外径超过114.3毫米，但小于215.9毫米,5,17, , 
228,73041110,---外径大于等于215.9毫米，但不超过406.4毫米,5,17, , 
228,730411,--不锈钢制：, , , , 
228,73041,-石油或天然气管道管：, , , , 
228,7304,无缝钢铁管及空心异型材（铸铁的除外)：, , , , 
228,73030090,---其他,4,40, , 
228,73030010,---内径在500毫米及以上的圆形截面管,4,40, , 
228,7303,铸铁管及空心异型材：, , , , 
228,73029090,---其他,7,17, , 
228,73029010,---轨枕,6,14, , 
228,73029,-其他：, , , , 
228,73024000,-鱼尾板及钢轨垫板,7,17, , 
228,73023000,-道岔尖轨、辙叉、尖轨拉杆及其他岔道段体,8,17, , 
228,73021000,-钢轨,6,14, , 
228,7302,铁道及电车道铺轨用钢铁材料（钢轨、护轨、齿轨、道岔尖轨、辙叉、尖轨拉杆及其他岔道段体、轨枕、鱼尾板、轨座、轨座楔、钢轨垫板、钢轨夹、底板、固定板及其他专门用于连接或加固路轨的材料)：, , , , 
228,73012000,-角材、型材及异型材,7,30, , 
228,73011000,-钢铁板桩,7,20, , 
228,7301,钢铁板桩，不论是否钻孔、打眼或组装；焊接的钢铁角材、型材及异型材：, , , , 
228,72299090,---其他,7,20, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
229,72299010,---高速钢制,3,20, , 
229,72299,-其他：, , , , 
229,72292000,-硅锰钢制,7,20, , 
229,7229,其他合金钢丝：, , , , 
229,72288000,-空心钻钢,7,35, , 
229,72287090,---其他,6,17, , 
229,72287010,---履带板型钢,6,17, , 
229,72287,-角材、型材及异型材：, , , , 
229,72286000,-其他条、杆,3,20, , 
229,72285000,-其他条、杆，除冷成形或冷加工外未经进一步加工,3,20, , 
229,72284000,-其他条、杆，除锻造外未经进一步加工,3,20, , 
229,72283090,---其他,3,20, , 
229,72283010,---含硼合金钢制,3,20, , 
229,72283,-其他条、杆，除热轧、热拉拔或热挤压外未经进一步加工:, , , , 
229,72282000,-硅锰钢条、杆,6,20, , 
229,72281000,-高速钢条、杆,3,20, , 
229,7228,其他合金钢条、杆；其他合金钢角材、型材及异型材；合金钢或非合金钢制的空心钻钢：, , , , 
229,72279090,---其他,3,20, , 
229,72279010,---含硼合金钢制,3,20, , 
229,72279,-其他:, , , , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
230,72272000,-硅锰钢制,6,20, , 
230,72271000,-高速钢制,3,20, , 
230,7227,不规则盘卷的其他合金钢热轧条、杆：, , , , 
230,72269990,---其他,7,20, ,4
230,72269920,---用其他方法镀或涂锌的,7,20, , 
230,72269910,---电镀锌的,7,20, , 
230,722699,--其他：, , , , 
230,72269200,--除冷轧外未经进一步加工,3,20, , 
230,72269199,----其他,3,20, , 
230,72269191,----含硼合金钢,3,20, , 
230,7226919,---其他：, , , , 
230,72269110,---工具钢,3,20, , 
230,722691,--除热轧外未经进一步加工：, , , , 
230,72269,-其他：, , , , 
230,72262000,-高速钢制,3,20, , 
230,72261900,--其他,3,20, , 
230,72261100,--取向性硅电钢,3,20, , 
230,72261,-硅电钢制：, , , , 
230,7226,其他合金钢平板轧材，宽度小于 600 毫米：, , , , 
230,72259990,---其他,7,17, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
231,72259910,---高速钢制,3,17, , 
231,722599,--其他：, , , , 
231,72259200,--用其他方法镀或涂锌的,7,17, , 
231,72259100,--电镀或涂锌的,7,17, , 
231,72259,-其他：, , , , 
231,72255000,-其他，除冷轧外未经进一步加工,3,17, , 
231,72254099,----其他,3,17, , 
231,72254091,----含硼合金钢,3,17, , 
231,7225409,---其他：, , , , 
231,72254010,---工具钢,3,17, , 
231,72254,-其他非卷材，除热轧外未经进一步加工：, , , , 
231,72253000,-其他卷材，除热轧外未经进一步加工,3,14, , 
231,72251900,--其他,6,20, , 
231,72251100,--取向性硅电钢,3,20, , 
231,72251,-硅电钢制：, , , , 
231,7225,其他合金钢平板轧材，宽度在 600 毫米及以上：, , , , 
231,72249090,---其他,2,11, , 
231,72249010,---单件重量在 10 吨及以上的粗铸锻件坯,2,11, , 
231,72249,-其他：, , , , 
231,72241000,-锭状及其他初级形状,2,11, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
232,7224,第四分章其他合金钢； 合金钢或非合 金钢制的空心 钻钢, , , , 
232,7224,其他合金钢，锭状或其他初级形状；其他合金钢制的半制成品：, , , , 
232,72230000,不锈钢丝,10,20, , 
232,7223,不锈钢丝：, , , , 
232,72224000,-角材、型材及异型材,10,17, , 
232,72223000,-其他条、杆,10,40, , 
232,72222000,-条、杆，除冷成形或冷加工外未经进一步加工,10,40, , 
232,72221900,--其他,10,40, , 
232,72221100,--圆形截面的,10,40, , 
232,72221,-条、杆，除热轧、热拉拔或热挤压外未经进一步加工：, , , , 
232,7222,不锈钢其他条、杆；不锈钢角材、型材及异型材：, , , , 
232,72210000,不规则盘卷的不锈钢热轧条、杆,10,20, , 
232,7221,不规则盘卷的不锈钢热轧条、杆：, , , , 
232,72209000,-其他,10,20, , 
232,72202040,---厚度在3毫米及以上,10,20, , 
232,72202030,---厚度在0.35毫米以上但小于3毫米,10,20, , 
232,72202020,---厚度在0.35毫米及以下,10,20, , 
232,72202,-除冷轧外未经进一步加工：, , , , 
232,72201200,--厚度小于4.75 毫米,10,20, , 
232,72201100,--厚度在 4.75 毫米及以上,10,20, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
233,72201,-除热轧外未经进一步加工：, , , , 
233,7220,不锈钢平板轧材，宽度小于 600 毫米：, , , , 
233,72199000,-其他,10,40, , 
233,72193500,--厚度小于 0.5 毫米,10,40, , 
233,72193400,--厚度在 0.5 毫米及以上，但不超过1 毫米,10,40, , 
233,72193390,---其他,10,40, , 
233,72193310,---按重量计含锰量在5.5%及以上的铬锰系不锈钢,10,40, , 
233,721933,--厚度超过 1 毫米，但小于 3 毫米：, , , , 
233,72193200,--厚度在 3 毫米及以上，但小于 4.75 毫米,10,40, , 
233,72193100,--厚度在 4.75 毫米及以上,10,40, , 
233,72193,-除冷轧外未经进一步加工：, , , , 
233,72192430,---厚度小于 0.5 毫米,10,40, , 
233,72192420,---厚度在 0.5 毫米及以上，但不超过 1 毫米,10,40, , 
233,72192410,---厚度超过 1 毫米但小于 3 毫米,10,40, , 
233,721924,--厚度小于 3 毫米：, , , , 
233,72192300,--厚度在 3 毫米及以上，但小于 4.75 毫米,10,40, , 
233,72192200,--厚度在 4.75 毫米及以上，但不超过 10 毫米,10,40, , 
233,72192100,--厚度超过 10 毫米,10,40, , 
233,72192,-除热轧外未经进一步加工的非卷材：, , , , 
233,72191429,----其他,4,14, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
234,72191422,----按重量计含锰量在5.5%及以上的铬锰系不锈钢,4,14, , 
234,7219142,---经酸洗的：, , , , 
234,72191419,----其他,4,14, , 
234,72191412,----按重量计含锰量在5.5%及以上的铬锰系不锈钢,4,14, , 
234,7219141,---未经酸洗的：, , , , 
234,721914,--厚度小于3毫米的：, , , , 
234,72191329,----其他,4,14, , 
234,72191322,----按重量计含锰量在5.5%及以上的铬锰系不锈钢,4,14, , 
234,7219132,---经酸洗的：, , , , 
234,72191319,----其他,4,14, , 
234,72191312,----按重量计含锰量在5.5%及以上的铬锰系不锈钢,4,14, , 
234,7219131,---未经酸洗的：, , , , 
234,721913,--厚度在 3 毫米及以上，但小于 4.75 毫米：, , , , 
234,72191200,--厚度在 4.75 毫米及以上，但不超过 10 毫米,4,14, , 
234,72191100,--厚度超过 10 毫米,4,14, , 
234,72191,-除热轧外未经进一步加工的卷材：, , , , 
234,7219,不锈钢平板轧材，宽度在 600 毫米及以上：, , , , 
234,72189900,--其他,2,11, , 
234,72189100,--矩形（正方形除外)截面的,2,11, , 
234,72189,-其他：, , , , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
235,72181000,-锭状及其他初级形状,2,11, , 
235,7218,第三分章 不锈钢, , , , 
235,7218,不锈钢，锭状或其他初级形状；不锈钢半制成品：, , , , 
235,72179000,-其他,8,40, , 
235,72173090,---其他,8,40, , 
235,72173010,---镀或涂铜的,8,40, , 
235,72173,-镀或涂其他贱金属的：, , , , 
235,72172000,-镀或涂锌的,8,40, , 
235,72171000,-未经镀或涂层，不论是否抛光,8,40, , 
235,7217,铁丝或非合金钢丝：, , , , 
235,72169900,--其他,3,20, , 
235,72169100,--平板轧材经冷成形或冷加工制的,3,20, , 
235,72169,-其他：, , , , 
235,72166900,--其他,3,20, , 
235,72166100,--平板轧材制的,3,20, , 
235,72166,-角材、型材及异型材，除冷成形或冷加工外未经进一步加工：, , , , 
235,72165090,---其他,3,20, , 
235,72165020,---球扁钢,3,20, , 
235,72165010,---乙字钢,6,14, , 
235,72165,-其他角材、型材及异型材，除热轧、热拉拔或热挤压外未经进一步加工：, , , , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
236,72164020,---丁字钢,3,14, , 
236,72164010,---角钢,3,17, , 
236,72164,-角钢及丁字钢，除热轧、热拉拔或热挤压外未经进一步加工，截面高度在 80 毫米及以上：, , , , 
236,72163390,---其他,6,14, , 
236,72163319,----其他,6,14, , 
236,72163311,----截面高度在 800 毫米以上,6,14, , 
236,7216331,---截面高度在 200 毫米以上：, , , , 
236,721633,--H形钢：, , , , 
236,72163290,---其他,6,14, , 
236,72163210,---截面高度在 200 毫米以上,6,14, , 
236,721632,--工字钢：, , , , 
236,72163100,--槽钢,6,14, , 
236,72163,-槽钢、工字钢及 H形钢，除热轧、热拉拔或热挤压外未经进一步加工，截面高度在 80 毫米及以上：, , , , 
236,72162200,--丁字钢,6,14, , 
236,72162100,--角钢,6,17, , 
236,72162,-角钢及丁字钢，除热轧、热拉拔或热挤压外未经进一步加工，截面高度低于 80 毫米：, , , , 
236,72161090,---其他,3,14, , 
236,72161020,---工字钢,3,14, , 
236,72161010,---H形钢,3,14, , 
236,72161,-槽钢、工字钢及 H形钢，除热轧、热拉拔或热挤压外未经进一步加工，截面高度低于 80 毫米：, , , , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
237,7216,铁或非合金钢的角材、型材及异型材：, , , , 
237,72159000,-其他,3,20, , 
237,72155000,-其他，除冷成形或冷加工外未经进一步加工,7,20, , 
237,72151000,-易切削钢制，除冷成形或冷加工外未经进一步加工,7,20, , 
237,7215,铁及非合金钢的其他条、杆：, , , , 
237,72149900,--其他,3,20, , 
237,72149100,--矩形（正方形除外)截面的,3,20, , 
237,72149,-其他：, , , , 
237,72143000,-其他，易切削钢制,7,20, , 
237,72142000,-带有轧制过程中产生的凹痕、凸缘、槽沟或其他变形以及轧制后扭曲的,3,20, , 
237,72141000,-锻造的,7,10, , 
237,7214,铁或非合金钢的其他条、杆，除锻造、热轧、热拉拔或热挤压外未经进一步加工，包括轧制后扭曲的：, , , , 
237,72139900,--其他,5,20, , 
237,72139100,--直径小于 14 毫米圆形截面的,5,20, , 
237,72139,-其他：, , , , 
237,72132000,-其他，易切削钢制,3,20, , 
237,72131000,-带有轧制过程中产生的凹痕、凸缘、槽沟及其他变形的,3,20, , 
237,7213,不规则盘卷的铁及非合金钢的热轧条、杆：, , , , 
237,72126000,-经包覆的,8,20, , 
237,72125000,-镀或涂其他材料的,8,20, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
238,72124000,-涂漆或涂塑的,4,20, , 
238,72123000,-用其他方法镀或涂锌的,8,20, , 
238,72122000,-电镀锌的,8,20, , 
238,72121000,-镀或涂锡的,5,20, , 
238,7212,宽度小于 600 毫米的铁或非合金钢平板轧材，经包覆、镀层或涂层：, , , , 
238,72119000,-其他,6,30, , 
238,72112900,--其他,6,30, , 
238,72112300,--按重量计含碳量低于 0.25%,6,30, , 
238,72112,-除冷轧外未经进一步加工：, , , , 
238,72111900,--其他,6,30, , 
238,72111400,--其他，厚度在 4.75 毫米及以上,6,30, , 
238,72111300,--经四面轧制或在闭合匣内轧制的非卷材，宽度超过 150 毫米，厚度不小于 4 毫米，未轧压花纹,6,30, , 
238,72111,-除热轧外未经进一步加工：, , , , 
238,7211,宽度小于600毫米的铁或非合金钢平板轧材，但未经包覆、镀层或涂层：, , , , 
238,72109000,-其他,8,20, , 
238,72107090,---其他,4,20, , 
238,72107010,---厚度小于1.5毫米,4,20, , 
238,72107,-涂漆或涂塑的:, , , , 
238,72106900,--其他,8,20, , 
238,72106100,--镀或涂铝锌合金的,8,20, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
239,72106,-镀或涂铝的：, , , , 
239,72105000,-镀或涂氧化铬或铬及氧化铬的,8,20, , 
239,72104900,--其他,4,20, , 
239,72104100,--瓦楞形,8,20, , 
239,72104,-用其他方法镀或涂锌的：, , , , 
239,72103000,-电镀锌的,8,20, , 
239,72102000,-镀或涂铅的，包括镀铅锡钢板,4,20, , 
239,72101200,--厚度小于 0.5 毫米,5,20, , 
239,72101100,--厚度在 0.5 毫米及以上,10,20, , 
239,72101,-镀或涂锡的：, , , , 
239,7210,宽度在 600 毫米及以上的铁或非合金钢平板轧材，经包覆、镀层或涂层：, , , , 
239,72099000,-其他,6,17, , 
239,72092800,--厚度小于 0.5 毫米,6,17, , 
239,72092700,--厚度在 0.5 毫米及以上，但不超过 1 毫米,6,17, , 
239,72092600,--厚度超过 1 毫米，但小于 3 毫米,6,17, , 
239,72092500,--厚度在 3 毫米及以上,6,17, , 
239,72092,-非卷材，除冷轧外未经进一步加工：, , , , 
239,72091890,---其他,6,17, , 
239,72091810,---厚度小于 0.3 毫米,6,17, ,4
239,720918,--厚度小于 0.5 毫米：, , , , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
240,72091790,---其他,3,17, , 
240,72091710,---屈服强度大于 275 牛顿/平方毫米,3,17, , 
240,720917,--厚度在 0.5 毫米及以上，但不超过 1 毫米：, , , , 
240,72091690,---其他,6,17, , 
240,72091610,---屈服强度大于 275 牛顿/平方毫米,6,17, , 
240,720916,--厚度超过 1 毫米，但小于 3 毫米：, , , , 
240,72091590,---其他,6,17, , 
240,72091510,---屈服强度大于 355 牛顿/平方毫米,6,17, , 
240,720915,--厚度在 3 毫米及以上：, , , , 
240,72091,-卷材，除冷轧外未经进一步加工：, , , , 
240,7209,宽度在 600 毫米及以上的铁或非合金钢平板轧材，经冷轧，但未经包覆、镀层或涂层：, , , , 
240,72089000,-其他,6,17, , 
240,72085490,---其他,6,17, , 
240,72085410,---厚度小于 1.5 毫米,6,17, , 
240,720854,--厚度小于 3 毫米：, , , , 
240,72085390,---其他,6,17, , 
240,72085310,---屈服强度大于 355 牛顿/平方毫米,6,17, , 
240,720853,--厚度在 3 毫米及以上，但小于 4.75 毫米：, , , , 
240,72085200,--厚度在 4.75 毫米及以上，但不超过 10 毫米,6,17, , 
240,72085190,---其他,6,17, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
241,72085120,---厚度在 20 毫米以上，但不超过 50 毫米,6,17, , 
241,72085110,---厚度超过 50 毫米,6,17, , 
241,720851,--厚度超过 10 毫米：, , , , 
241,72085,-其他非卷材，除热轧外未经进一步加工：, , , , 
241,72084000,-已轧压花纹的非卷材，除热轧外未经进一步加工,6,17, , 
241,72083990,---其他,3,14, , 
241,72083910,---厚度小于 1.5 毫米,3,14, , 
241,720839,--厚度小于 3 毫米：, , , , 
241,72083890,---其他,5,14, , 
241,72083810,---屈服强度大于 355 牛顿/平方毫米,5,14, , 
241,720838,--厚度在 3 毫米及以上，但小于 4.75毫米：, , , , 
241,72083700,--厚度在 4.75 毫米及以上，但不超过 10 毫米,5,14, , 
241,72083600,--厚度超过 10 毫米,6,14, , 
241,72083,-其他卷材，除热轧外未经进一步加工：, , , , 
241,72082790,---其他,5,14, , 
241,72082710,---厚度小于 1.5 毫米,5,14, , 
241,720827,--厚度小于 3 毫米：, , , , 
241,72082690,---其他,5,14, , 
241,72082610,---屈服强度大于 355 牛顿/平方毫米,5,14, , 
241,720826,--厚度在 3 毫米及以上，但小于 4.75 毫米：, , , , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
242,72082500,--厚度在 4.75 毫米及以上,5,14, , 
242,72082,-其他经酸洗的卷材，除热轧外未经进一步加工：, , , , 
242,72081000,-除热轧外未经进一步加工的卷材，已轧压花纹,5,14, , 
242,7208,宽度在 600 毫米及以上的铁或非合金钢平板轧材，经热轧，但未经包覆、镀层或涂层：, , , , 
242,72072000,-按重量计含碳量在 0.25% 及以上,2,11, , 
242,72071900,--其他,2,11, , 
242,72071200,--其他矩形（正方形除外)截面的,2,11, , 
242,72071100,--矩形（包括正方形)截面，宽度小于厚度的两倍,2,11, , 
242,72071,-按重量计含碳量在 0.25% 以下：, , , , 
242,7207,铁及非合金钢的半制成品：, , , , 
242,72069000,-其他,2,11, , 
242,72061000,-锭状,2,11, , 
242,7206,第二分章 铁及非合金钢, , , , 
242,7206,铁及非合金钢，锭状或其他初级形状（税目 72.03 的铁除外)：, , , , 
242,72052900,--其他,2,17, , 
242,72052100,--合金钢的,2,17, , 
242,72052,-粉末：, , , , 
242,72051000,-颗粒,2,30, , 
242,7205,生铁、镜铁及钢铁的颗粒和粉末：, , , , 
242,72045000,-供再熔的碎料钢铁锭,0,8,40, 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
243,72044900,--其他,0,8,40, 
243,72044100,--车、刨、铣、磨、锯、锉、剪、冲加工过程中产生的废料，不论是否成捆,2,8,40,0
243,72044,-其他废碎料：, , , , 
243,72043000,-镀锡钢铁废碎料,2,8,40,0
243,72042900,--其他,0,8,40, 
243,72042100,--不锈钢废碎料,0,8,40, 
243,72042,-合金钢废碎料：, , , , 
243,72041000,-铸铁废碎料,2,8,40,0
243,7204,钢铁废碎料；供再熔的碎料钢铁锭：, , , , 
243,72039000,-其他,2,8, , 
243,72031000,-直接从铁矿还原所得的铁产品,2,8, ,0
